giorno,mese,anno,stagione,data,area_ha,non_veg,coltivi,prati,oliveti,pinete,latifoglie,castagneti,arbusti,altro,provincia,comune
3,1,1997,1,1997-01-03,2.4664,0,0,0,0,0,0,1.6,0.96,0,IMPERIA,COSIO DI ARROSCIA
9,1,1997,1,1997-01-09,3.3408,0,0,0,0,0.12,0,0,3.08,0,IMPERIA,VENTIMIGLIA
12,1,1997,1,1997-01-12,3.14875,0,0.2,0,1.68,0,0,0,1.2,0,IMPERIA,DOLCEDO
13,1,1997,1,1997-01-13,4.57335,0,0,0,0,0,0.16,4.44,0,0,GENOVA,DAVAGNA
13,1,1997,1,1997-01-13,1.2047,0,0,0,0,0,0,1.2,0,0,GENOVA,GENOVA
14,1,1997,1,1997-01-14,78.6143,0,0.12,0,0,0,14.12,7.48,56.64,0,IMPERIA,TAGGIA
14,1,1997,1,1997-01-14,1.0612,0,0,0,0,0,0,1.04,0.04,0,IMPERIA,PRELA'
14,1,1997,1,1997-01-14,0.204,0,0,0,0,0,0.16,0,0,0,IMPERIA,PONTEDASSIO
14,1,1997,1,1997-01-14,3.00625,0,0,0,0,0,2.68,0,0.44,0,IMPERIA,PONTEDASSIO
15,1,1997,1,1997-01-15,1.07915,0,0,0,0,0,0,0,1,0,IMPERIA,PRELA'
15,1,1997,1,1997-01-15,46.9952,0,0,27.24,0,0,19.56,0.12,0.08,0,IMPERIA,PRELA'
15,1,1997,1,1997-01-15,0.7239,0,0,0,0,0,0.4,0.32,0,0,LA SPEZIA,MAISSANA
15,1,1997,1,1997-01-15,0.19595,0,0,0,0,0,0.2,0,0,0,LA SPEZIA,MAISSANA
15,1,1997,1,1997-01-15,0.99585,0,0,0,0,0,0.76,0,0.32,0,GENOVA,RAPALLO
15,1,1997,1,1997-01-15,1.7385,0,0,0,0,0,0,1.16,0.68,0,GENOVA,SANT'OLCESE
18,1,1997,1,1997-01-18,0.15175,0,0,0,0,0,0,0,0.16,0,IMPERIA,SANREMO
23,1,1997,1,1997-01-23,25.6397,0,0,0,0,0,14.44,0,11.24,0,IMPERIA,CASTELLARO
23,1,1997,1,1997-01-23,3.99205,0,0,0,0.68,0,3.2,0,0,0,IMPERIA,DOLCEDO
23,1,1997,1,1997-01-23,0.50235,0,0,0,0,0,0.48,0,0,0,IMPERIA,CESIO
24,1,1997,1,1997-01-24,2.33855,0,0,0,0,1,0,0,1.32,0,SAVONA,ANDORA
25,1,1997,1,1997-01-25,8.3701,0,0,0,2.28,0,5.24,0,0.84,0,IMPERIA,VASIA
25,1,1997,1,1997-01-25,0.57315,0,0,0,0,0,0.64,0,0,0,IMPERIA,CESIO
25,1,1997,1,1997-01-25,1.18015,0,0,0,0,0,1.04,0,0,0,IMPERIA,CESIO
26,1,1997,1,1997-01-26,1.3319,0,0,0,0,0,1.24,0,0,0,IMPERIA,CESIO
26,1,1997,1,1997-01-26,3.6656,0,0,0,0,0,0.04,3.6,0,0,IMPERIA,PIEVE DI TECO
26,1,1997,1,1997-01-26,0.6436,0,0,0,0,0,0.64,0,0,0,GENOVA,DAVAGNA
26,1,1997,1,1997-01-26,2.76475,0,0,2.16,0,0,0,0,0.56,0,GENOVA,TORRIGLIA
27,1,1997,1,1997-01-27,0.8834,0,0,0,0,0,0,0,0.88,0,GENOVA,GENOVA
27,1,1997,1,1997-01-27,0.62225,0,0,0,0,0,0,0.6,0,0,GENOVA,DAVAGNA
28,1,1997,1,1997-01-28,0.54145,0,0,0,0,0,0,0,0.04,0.56,GENOVA,VALBREVENNA
29,1,1997,1,1997-01-29,0.68325,0,0,0,0,0,0,0.6,0,0,LA SPEZIA,BOLANO
29,1,1997,1,1997-01-29,1.96975,0,0,1.6,0,0,0,0,0.4,0,GENOVA,LORSICA
29,1,1997,1,1997-01-29,0.9011,0,0,0,0.32,0,0.56,0,0,0,GENOVA,GENOVA
30,1,1997,1,1997-01-30,1.4833,0,0,0.36,0,0,1.24,0,0,0,GENOVA,SORI
31,1,1997,1,1997-01-31,1.7544,0,0,0.12,0,0,0.92,0,0.72,0,GENOVA,RAPALLO
31,1,1997,1,1997-01-31,1.20815,0,0,0,0,0,1.16,0,0,0,GENOVA,GENOVA
1,2,1997,1,1997-02-01,1.90285,0,0,0,0,0,1.8,0,0,0,GENOVA,GENOVA
1,2,1997,1,1997-02-01,0.60445,0,0.6,0,0,0,0,0,0,0,GENOVA,GENOVA
2,2,1997,1,1997-02-02,0.18995,0.16,0,0,0.04,0,0,0,0,0,SAVONA,VADO LIGURE
2,2,1997,1,1997-02-02,0.4396,0,0,0,0,0,0,0,0.44,0,GENOVA,GENOVA
2,2,1997,1,1997-02-02,1.07375,0,0.2,0,0,0.52,0.24,0,0.2,0,GENOVA,GENOVA
2,2,1997,1,1997-02-02,0.27185,0,0,0,0,0,0.28,0,0,0,GENOVA,GENOVA
3,2,1997,1,1997-02-03,8.48955,0,0,0,0,0,5.76,2.84,0,0,IMPERIA,PRELA'
3,2,1997,1,1997-02-03,0.11225,0,0,0,0,0,0,0.08,0,0,GENOVA,SANT'OLCESE
6,2,1997,1,1997-02-06,1.4175,0,0,0,0,1.28,0,0,0,0,IMPERIA,SEBORGA
6,2,1997,1,1997-02-06,1.4472,0,0,0,0,0,1,0,0.44,0,IMPERIA,PIETRABRUNA
6,2,1997,1,1997-02-06,129.546,0,0,0,0,0,23.92,0,105.76,0,IMPERIA,PIETRABRUNA
6,2,1997,1,1997-02-06,22.1448,0,0,0,0,0,1.8,17.76,2.52,0,IMPERIA,PRELA'
6,2,1997,1,1997-02-06,1.94366,0,0.28,0,0,0,1.64,0,0,0,IMPERIA,PONTEDASSIO
6,2,1997,1,1997-02-06,3.12385,0,0,0,0,0,3.08,0,0,0,GENOVA,GENOVA
6,2,1997,1,1997-02-06,3.1672,0,0,2.12,0,1.16,0,0,0,0,GENOVA,MELE
6,2,1997,1,1997-02-06,1339.01,3.96,12.36,447.88,0,115.28,23.92,100.88,634.44,0,GENOVA,GENOVA
7,2,1997,1,1997-02-07,16.7297,0,0,0,0,0,13.6,0,3,0,IMPERIA,PONTEDASSIO
7,2,1997,1,1997-02-07,14.8777,0,0,0,0.08,0,14.84,0,0,0,IMPERIA,CHIUSAVECCHIA
7,2,1997,1,1997-02-07,45.6956,0,0,9.88,0,0,35.6,0,0,0,IMPERIA,VASIA
7,2,1997,1,1997-02-07,7.0806,0,0,0,0,0,0.28,0,6.88,0,IMPERIA,BORGOMARO
7,2,1997,1,1997-02-07,4.30525,0,0,0,0,0,0,3.64,0.64,0,LA SPEZIA,VARESE LIGURE
7,2,1997,1,1997-02-07,1.49405,0,0,0,0,0,1.48,0,0,0,GENOVA,GENOVA
7,2,1997,1,1997-02-07,6.4971,0,0,0.92,0,0,0,3.24,2.32,0,GENOVA,BORZONASCA
7,2,1997,1,1997-02-07,15.0744,0,0,7.4,0,2.92,0,0,3.52,1.4,GENOVA,BORZONASCA
7,2,1997,1,1997-02-07,52.9837,0,0,33.44,0,0.44,0,0,17.36,2,GENOVA,BORZONASCA
7,2,1997,1,1997-02-07,4.54055,0,0,0,0,0,3.12,0,1.36,0,GENOVA,MONTOGGIO
8,2,1997,1,1997-02-08,6.8011,0,0,0,0,0,0.48,6.36,0,0,IMPERIA,CARPASIO
8,2,1997,1,1997-02-08,0.87115,0,0,0.56,0,0,0,0,0.28,0,IMPERIA,MOLINI DI TRIORA
8,2,1997,1,1997-02-08,0.1072,0,0,0,0.04,0,0.08,0,0,0,LA SPEZIA,ARCOLA
8,2,1997,1,1997-02-08,0.2043,0,0,0.04,0,0.16,0,0,0,0,LA SPEZIA,SESTA GODANO
8,2,1997,1,1997-02-08,0.9679,0,0,0,0,0,0,0.92,0,0,GENOVA,TRIBOGNA
8,2,1997,1,1997-02-08,0.34395,0,0,0,0,0,0,0,0.28,0,GENOVA,LORSICA
8,2,1997,1,1997-02-08,5.83285,0,0,0,0,0,0.76,0,5.24,0,GENOVA,GENOVA
8,2,1997,1,1997-02-08,0.5212,0,0,0,0,0,0,0.16,0.36,0,GENOVA,BORZONASCA
8,2,1997,1,1997-02-08,13.8555,0,0,7.76,0,0,0.76,0,3.48,1.84,GENOVA,BORZONASCA
8,2,1997,1,1997-02-08,1.2581,0,0,0,0,0,0,1.2,0,0,GENOVA,GENOVA
8,2,1997,1,1997-02-08,2.41715,0,0,0,0,2.32,0,0.12,0,0,GENOVA,BORZONASCA
8,2,1997,1,1997-02-08,2.6296,0,0,0.2,0,0,0,0,0,2.4,GENOVA,LORSICA
8,2,1997,1,1997-02-08,1.7321,0.72,0,0,0,0,0,0.12,0.76,0,GENOVA,REZZOAGLIO
8,2,1997,1,1997-02-08,1.44985,0,0,0,0,0,0,0.04,1.32,0,GENOVA,MIGNANEGO
9,2,1997,1,1997-02-09,1.93355,0,0,0,0,0,0.36,1.52,0,0,GENOVA,SANT'OLCESE
10,2,1997,1,1997-02-10,0.51075,0,0,0,0,0,0.56,0,0,0,IMPERIA,CARAVONICA
11,2,1997,1,1997-02-11,0.7857,0,0,0.12,0,0,0,0.32,0.32,0,GENOVA,USCIO
13,2,1997,1,1997-02-13,1.08705,0,0,0,0.24,0,0.8,0,0,0,GENOVA,SORI
14,2,1997,1,1997-02-14,5.1647,0,0,0,0,0,0,0,5.08,0,GENOVA,GENOVA
14,2,1997,1,1997-02-14,1.48435,0,0,0,0,0,0,0,1.56,0,GENOVA,GENOVA
14,2,1997,1,1997-02-14,0.37705,0,0,0,0,0,0.36,0,0,0,GENOVA,GENOVA
15,2,1997,1,1997-02-15,2.05875,0,0,0,0,0,2.08,0,0,0,IMPERIA,IMPERIA
15,2,1997,1,1997-02-15,2.07885,0,0,0.48,0,0,1.56,0,0,0,IMPERIA,VASIA
15,2,1997,1,1997-02-15,34.3597,0.32,1.52,0,5.64,0,9.6,0,17.28,0,SAVONA,GARLENDA
15,2,1997,1,1997-02-15,0.90605,0,0,0,0,0,0,0.92,0,0,SAVONA,STELLA
15,2,1997,1,1997-02-15,0.10305,0,0,0,0,0,0,0.12,0,0,SAVONA,VARAZZE
15,2,1997,1,1997-02-15,7.81245,0,0,0.4,0.12,0,5.04,2.2,0,0,GENOVA,ORERO
15,2,1997,1,1997-02-15,0.2698,0,0,0,0,0,0.32,0,0,0,GENOVA,MOCONESI
15,2,1997,1,1997-02-15,159.854,0,0,48.04,0.04,0.32,3.4,72.12,18.4,17.52,GENOVA,ORERO
15,2,1997,1,1997-02-15,2.6896,0,0,0,0,0,1.68,0,1,0,GENOVA,GENOVA
15,2,1997,1,1997-02-15,33.009,0,0,0.76,0.4,18,3.72,0,10.08,0,GENOVA,GENOVA
15,2,1997,1,1997-02-15,40.5225,0.08,0,1.8,0,8.2,8.44,0,22.12,0,GENOVA,GENOVA
15,2,1997,1,1997-02-15,0.1885,0,0,0,0,0,0,0.24,0,0,GENOVA,CAMPOMORONE
16,2,1997,1,1997-02-16,0.6792,0,0.64,0,0,0.04,0,0,0.04,0,IMPERIA,SANREMO
16,2,1997,1,1997-02-16,0.16225,0,0,0,0,0,0.12,0.04,0,0,IMPERIA,PRELA'
16,2,1997,1,1997-02-16,0.77515,0,0,0,0,0,0.8,0,0,0,IMPERIA,PIGNA
16,2,1997,1,1997-02-16,12.2438,0,0,0,0.32,0,11.8,0.12,0,0,IMPERIA,PRELA'
16,2,1997,1,1997-02-16,4.4622,0,0,0,0,0,3.2,0,0,0,IMPERIA,PRELA'
16,2,1997,1,1997-02-16,9.02363,0,0,1.6,0,0,7.44,0,0,0,IMPERIA,VASIA
16,2,1997,1,1997-02-16,10.8721,0,0,0,0,0,4.76,0,0,0,IMPERIA,CHIUSAVECCHIA
16,2,1997,1,1997-02-16,21.8976,0,0,0.72,0,0,11.16,0,10.04,0,IMPERIA,VASIA
16,2,1997,1,1997-02-16,17.6506,0,0,0,3.52,0,10.52,0,3.76,0,IMPERIA,CHIUSANICO
16,2,1997,1,1997-02-16,98.8857,0,0,28.96,0,0,30.28,0,39.6,0,IMPERIA,AURIGO
16,2,1997,1,1997-02-16,0.37875,0,0,0,0,0,0.36,0,0,0,IMPERIA,CESIO
16,2,1997,1,1997-02-16,0.20635,0,0,0,0,0,0,0,0.2,0,SAVONA,ORTOVERO
16,2,1997,1,1997-02-16,0.30035,0,0,0,0,0,0,0.28,0,0,SAVONA,MALLARE
16,2,1997,1,1997-02-16,0.294,0,0,0,0,0,0.24,0,0,0,GENOVA,SANTA MARGHERITA LIGURE
16,2,1997,1,1997-02-16,0.705,0,0,0,0,0,0.36,0,0.32,0,SAVONA,PLODIO
16,2,1997,1,1997-02-16,18.8298,0,0,0,0,4.4,0,6.84,5.52,2.28,GENOVA,MEZZANEGO
16,2,1997,1,1997-02-16,0.8991,0.08,0.24,0,0,0,0.32,0,0.28,0,GENOVA,GENOVA
16,2,1997,1,1997-02-16,1.5334,0,0,0,0,0,1.52,0.08,0,0,GENOVA,GENOVA
16,2,1997,1,1997-02-16,30.6548,0,0,12.36,0,0,2.88,0,15.12,0.24,GENOVA,MOCONESI
16,2,1997,1,1997-02-16,42.6893,0,0,8.36,0,0,10.56,7.92,15.44,0.64,GENOVA,TORRIGLIA
16,2,1997,1,1997-02-16,4.1624,0,0,0.44,0,0,3.6,0,0.12,0,GENOVA,MONTEBRUNO
17,2,1997,1,1997-02-17,4.1731,0.04,0.04,0,0,0,4.16,0,0,0,IMPERIA,BORGOMARO
17,2,1997,1,1997-02-17,2.5477,0,0,0,0.16,0,0,0,2.28,0,SAVONA,ALBENGA
17,2,1997,1,1997-02-17,0.3324,0,0,0,0,0.32,0,0,0.08,0,SAVONA,VADO LIGURE
17,2,1997,1,1997-02-17,0.25985,0,0,0,0,0.28,0,0,0,0,GENOVA,LAVAGNA
17,2,1997,1,1997-02-17,2.20675,0,0,0,0,0,2.04,0,0,0,GENOVA,TRIBOGNA
17,2,1997,1,1997-02-17,2.95176,0,0,0,0,0,2.96,0,0,0,GENOVA,GENOVA
17,2,1997,1,1997-02-17,2.06415,0,0,0,0,0,1.8,0.2,0,0,GENOVA,GENOVA
18,2,1997,1,1997-02-18,0.268,0,0,0,0,0,0,0.32,0,0,GENOVA,MIGNANEGO
19,2,1997,1,1997-02-19,1.0454,0,0,0,0,0.28,0,0,0.68,0,GENOVA,CASTIGLIONE CHIAVARESE
19,2,1997,1,1997-02-19,1.4423,0,0,0,0,1.4,0,0,0,0,LA SPEZIA,MAISSANA
19,2,1997,1,1997-02-19,0.4061,0,0,0,0,0.4,0,0,0,0,GENOVA,LAVAGNA
19,2,1997,1,1997-02-19,0.47005,0,0,0,0,0,0,0,0.44,0,SAVONA,CENGIO
19,2,1997,1,1997-02-19,2.97235,0,0,0,0,2,0,0,0.96,0,GENOVA,GENOVA
19,2,1997,1,1997-02-19,2.928,0,0,0,0,0,0,2.92,0,0,GENOVA,ORERO
19,2,1997,1,1997-02-19,1.10865,0,0,0,0,0,0.92,0.2,0,0,GENOVA,GENOVA
19,2,1997,1,1997-02-19,0.72525,0,0.56,0,0,0,0,0,0.16,0,GENOVA,GENOVA
19,2,1997,1,1997-02-19,1.3706,0,0,0,0,0,0,1.44,0,0,GENOVA,NEIRONE
19,2,1997,1,1997-02-19,0.7035,0,0,0.36,0,0,0,0.36,0,0,GENOVA,NEIRONE
19,2,1997,1,1997-02-19,1.397,0,0,0.88,0,0,0,0,0,0.64,SAVONA,SASSELLO
19,2,1997,1,1997-02-19,10.2246,0,0,6.16,0,0.04,0,0,0,3.92,GENOVA,BORZONASCA
19,2,1997,1,1997-02-19,1.65555,0,0,0.8,0,0,0,0,0,0.92,GENOVA,FAVALE DI MALVARO
19,2,1997,1,1997-02-19,20.5686,0,0,13.56,0,0,0,0,0,7.2,GENOVA,BORZONASCA
19,2,1997,1,1997-02-19,0.14905,0,0,0,0,0,0,0.12,0,0,GENOVA,CERANESI
19,2,1997,1,1997-02-19,1.01505,0,0,0,0,0,0,1.04,0,0,GENOVA,MASONE
19,2,1997,1,1997-02-19,5.287,0,0,1.28,0,0,2.52,0,0,1.48,GENOVA,TORRIGLIA
19,2,1997,1,1997-02-19,1.6875,0,0,0,0,0,0,0.08,0,1.6,GENOVA,GORRETO
20,2,1997,1,1997-02-20,0.4453,0,0,0,0.48,0,0,0,0,0,IMPERIA,PONTEDASSIO
20,2,1997,1,1997-02-20,1.02715,0,0,0,0,0,0.6,0,0.36,0,IMPERIA,IMPERIA
20,2,1997,1,1997-02-20,0.1974,0,0,0,0,0,0.24,0,0,0,IMPERIA,VASIA
20,2,1997,1,1997-02-20,0.14315,0,0.12,0,0,0,0,0,0,0,GENOVA,USCIO
20,2,1997,1,1997-02-20,0.8231,0,0,0,0,0,0,0.8,0,0,GENOVA,SAN COLOMBANO CERTENOLI
20,2,1997,1,1997-02-20,1.31015,0,0,0,0,0,0,0.04,1.24,0,GENOVA,ORERO
20,2,1997,1,1997-02-20,1.1444,0,0.16,0,0,0,0.68,0,0,0,GENOVA,GENOVA
20,2,1997,1,1997-02-20,0.31095,0,0,0,0,0,0.28,0,0,0.04,SAVONA,URBE
27,2,1997,1,1997-02-27,4.7924,0,0,0,0,0,4.32,0,0,0,IMPERIA,PONTEDASSIO
27,2,1997,1,1997-02-27,54.5745,0,0,4.96,0,0,31.56,0,18.24,0,IMPERIA,VASIA
27,2,1997,1,1997-02-27,1.75925,0,0.84,0,0,0,0.88,0,0,0,SAVONA,ALASSIO
27,2,1997,1,1997-02-27,0.37855,0,0,0,0.4,0,0,0,0,0,SAVONA,CASANOVA LERRONE
27,2,1997,1,1997-02-27,178.007,0,5.92,0,9.64,0.76,53.08,0,108.64,0,SAVONA,ALASSIO
27,2,1997,1,1997-02-27,1.49935,0,0,0,0,0,1.52,0,0,0,IMPERIA,PIEVE DI TECO
27,2,1997,1,1997-02-27,3.66875,0,0,2,0,0,1.88,0,0,0,SAVONA,CASANOVA LERRONE
27,2,1997,1,1997-02-27,1.1411,0,0,0,0,1.24,0,0,0,0,GENOVA,RAPALLO
27,2,1997,1,1997-02-27,0.47455,0,0,0,0,0,0.44,0,0,0,GENOVA,RECCO
27,2,1997,1,1997-02-27,14.2726,0,0,5.32,1.76,0,3.52,0,3.6,0,GENOVA,PIEVE LIGURE
27,2,1997,1,1997-02-27,1.3001,0,0,0,0,0,0,0,1.24,0,GENOVA,LUMARZO
27,2,1997,1,1997-02-27,6.82735,0,0,3.56,0,0.8,0,0,1.92,0.12,GENOVA,MASONE
28,2,1997,1,1997-02-28,0.5087,0,0,0,0,0,0.12,0,0.4,0,IMPERIA,IMPERIA
28,2,1997,1,1997-02-28,2.04895,0,0,0,0,0,2.08,0,0,0,IMPERIA,CESIO
28,2,1997,1,1997-02-28,9.74542,0,0,0,0,0,5.96,1.72,1.52,0,IMPERIA,CESIO
28,2,1997,1,1997-02-28,10.6869,0,0,0.64,0,0,2.92,2.96,4.28,0,LA SPEZIA,MAISSANA
28,2,1997,1,1997-02-28,0.4407,0,0,0,0.12,0,0.36,0,0,0,GENOVA,AVEGNO
28,2,1997,1,1997-02-28,1.46345,0,0,0,0,0,0,1.56,0,0,GENOVA,BARGAGLI
28,2,1997,1,1997-02-28,0.1803,0,0,0.04,0,0.08,0,0,0,0,SAVONA,DEGO
1,3,1997,1,1997-03-01,1.24935,0,0.2,0,0,0,1,0,0,0,IMPERIA,IMPERIA
1,3,1997,1,1997-03-01,0.20065,0,0,0,0,0,0.24,0,0,0,IMPERIA,PRELA'
1,3,1997,1,1997-03-01,0.86145,0,0,0,0.88,0,0,0,0,0,IMPERIA,PONTEDASSIO
1,3,1997,1,1997-03-01,0.79145,0,0,0,0,0.36,0,0,0.4,0,LA SPEZIA,VARESE LIGURE
1,3,1997,1,1997-03-01,9.06915,0,0,0,0,0,0,6.32,0,2.84,GENOVA,MOCONESI
1,3,1997,1,1997-03-01,129.24,0,0,26,0,14.64,5.92,12.44,33.32,0,GENOVA,GENOVA
1,3,1997,1,1997-03-01,0.34245,0,0,0,0,0.28,0,0,0,0,GENOVA,REZZOAGLIO
1,3,1997,1,1997-03-01,3.9763,0,0,3.84,0,0.12,0,0,0,0,GENOVA,CAMPO LIGURE
2,3,1997,1,1997-03-02,2.03465,0,0,0,0,0,0.04,0,2,0,IMPERIA,PIETRABRUNA
2,3,1997,1,1997-03-02,11.5234,0,0,0.04,1.28,0,4.36,0.92,4.96,0,IMPERIA,CARPASIO
2,3,1997,1,1997-03-02,3.11584,0,0,0,0,0,3.2,0,0,0,IMPERIA,VILLA FARALDI
2,3,1997,1,1997-03-02,2.59895,0,0,0,0,0,2.36,0,0.36,0,SAVONA,SAVONA
2,3,1997,1,1997-03-02,11.6747,0,0,2.16,0,5.44,0,0,4.28,0,GENOVA,BORZONASCA
2,3,1997,1,1997-03-02,1.33175,0.04,0,0,0,0,0,0,0,1.28,GENOVA,MONTEBRUNO
3,3,1997,1,1997-03-03,10.6517,0,0,0,0,0,6.84,0,3.68,0,IMPERIA,CHIUSANICO
3,3,1997,1,1997-03-03,6.17375,0,0,0,0,0,6.28,0,0,0,IMPERIA,COSIO DI ARROSCIA
3,3,1997,1,1997-03-03,12.9492,0,0,0,0,0,5.52,7.52,0,0,IMPERIA,COSIO DI ARROSCIA
3,3,1997,1,1997-03-03,0.20985,0,0,0,0,0,0,0.24,0,0,LA SPEZIA,ZIGNAGO
3,3,1997,1,1997-03-03,5.2805,0,0,0,0,4.2,0,0,1.04,0,GENOVA,LAVAGNA
4,3,1997,1,1997-03-04,1.2786,0,0,0,0,0,0,1.28,0.08,0,GENOVA,NEIRONE
5,3,1997,1,1997-03-05,26.0474,0,0,5.08,0,0,0,0,3.52,17.52,GENOVA,LORSICA
6,3,1997,1,1997-03-06,6.5865,0,0,0,0,0,6.44,0,0,0,IMPERIA,PONTEDASSIO
6,3,1997,1,1997-03-06,29.1606,0,0,0,0.76,0,27.04,0,1.32,0,IMPERIA,PONTEDASSIO
6,3,1997,1,1997-03-06,52.2607,0,0,5.68,0,0,44.28,0,0,0,IMPERIA,VASIA
6,3,1997,1,1997-03-06,0.6011,0,0,0,0,0,0,0.16,0.48,0,IMPERIA,CHIUSANICO
6,3,1997,1,1997-03-06,12.5643,0,0,0,0,0,9.56,0,3,0,IMPERIA,CESIO
6,3,1997,1,1997-03-06,0.2684,0,0,0,0,0,0.24,0,0,0,SAVONA,SAVONA
7,3,1997,1,1997-03-07,2.9916,0,0,0,0,0,0,0,3,0,IMPERIA,SEBORGA
7,3,1997,1,1997-03-07,4.00715,0,0,0,0.16,0,4.04,0,0,0,IMPERIA,PIETRABRUNA
7,3,1997,1,1997-03-07,9.87409,0,0,0,0,0,2.76,0,0.2,0,IMPERIA,PRELA'
7,3,1997,1,1997-03-07,105.618,0,0,18.84,0,28,38.56,0.68,19.52,0,IMPERIA,CARPASIO
7,3,1997,1,1997-03-07,125.366,1.56,0,0,4.92,0.72,67.16,0,51.24,0,IMPERIA,VILLA FARALDI
7,3,1997,1,1997-03-07,2.6396,0,0,0,0,0,2.48,0,0,0,SAVONA,CASANOVA LERRONE
7,3,1997,1,1997-03-07,4.21365,0.16,0,0,0,0,0,0,4.08,0,SAVONA,ALBENGA
7,3,1997,1,1997-03-07,2.05735,0,0,0,0,0,0.12,0,2.04,0,LA SPEZIA,VARESE LIGURE
7,3,1997,1,1997-03-07,1.1466,0,0,0,0,0,0.92,0,0.28,0,GENOVA,GENOVA
7,3,1997,1,1997-03-07,38.6958,0,0.36,8.44,0,0,10.2,5.88,5.16,8.72,GENOVA,FAVALE DI MALVARO
7,3,1997,1,1997-03-07,9.54455,0,0,0,0,0,0,3.16,6.28,0,GENOVA,REZZOAGLIO
7,3,1997,1,1997-03-07,1.96485,0,0,0,0,0,0,1.92,0,0,GENOVA,MIGNANEGO
7,3,1997,1,1997-03-07,8.61215,0,0,0.24,0,0,0,3.36,4.92,0,GENOVA,MIGNANEGO
8,3,1997,1,1997-03-08,14.2444,0,0,0,2.64,0,4.88,0,6.64,0,IMPERIA,PONTEDASSIO
8,3,1997,1,1997-03-08,0.6067,0,0,0,0,0,0,0.76,0,0,IMPERIA,PIEVE DI TECO
8,3,1997,1,1997-03-08,4.78765,0.12,0,0,0,0,0.08,1.64,2.88,0,IMPERIA,PORNASSIO
8,3,1997,1,1997-03-08,1.8195,0,0,0,0,0,1.8,0,0,0,LA SPEZIA,VARESE LIGURE
8,3,1997,1,1997-03-08,16.9218,0,0,0,0,0,16.96,0,0,0,GENOVA,GENOVA
8,3,1997,1,1997-03-08,5.9404,0,0,0,0,0,3.2,0,2.8,0,GENOVA,GENOVA
8,3,1997,1,1997-03-08,69.2674,0,0,46.96,0,0.08,0,0.48,10.12,0.56,GENOVA,ORERO
8,3,1997,1,1997-03-08,0.93375,0.04,0,0,0,0.04,0.88,0,0,0,GENOVA,GENOVA
8,3,1997,1,1997-03-08,2.51565,0,0,0,0,0.32,2.32,0,0,0,GENOVA,GENOVA
8,3,1997,1,1997-03-08,14.5541,0,0,4.04,0,0,0,1.16,9.12,0.16,GENOVA,LUMARZO
8,3,1997,1,1997-03-08,79.3193,0,0,23.48,0,0,4.24,10.84,4.84,0,GENOVA,MELE
8,3,1997,1,1997-03-08,0.64255,0,0,0,0,0,0,0.6,0,0,SAVONA,URBE
8,3,1997,1,1997-03-08,0.45455,0,0,0,0,0,0.44,0,0,0,GENOVA,MIGNANEGO
8,3,1997,1,1997-03-08,4.52814,0,0,0,0,0,3.36,0.88,0,0,GENOVA,MIGNANEGO
8,3,1997,1,1997-03-08,22.8666,0,0,16.36,0,0,2.04,0,4.32,0,GENOVA,VALBREVENNA
9,3,1997,1,1997-03-09,1.98958,0,0,0,0,0,0.88,0.72,0,0,IMPERIA,PRELA'
9,3,1997,1,1997-03-09,11.68,0,0,0,0,1.08,7.72,0,3,0,IMPERIA,VILLA FARALDI
9,3,1997,1,1997-03-09,48.8235,0,0,0,0,0,19.4,0,29.36,0,IMPERIA,DIANO ARENTINO
9,3,1997,1,1997-03-09,42.3909,0,0,0,0,0,32.8,0,9.52,0,IMPERIA,CHIUSANICO
9,3,1997,1,1997-03-09,12.09,0,0,0,0,0,9.4,2.16,0.4,0,LA SPEZIA,MAISSANA
9,3,1997,1,1997-03-09,1.5551,0,0.96,0,0,0,0.04,0,0.68,0,GENOVA,NE
9,3,1997,1,1997-03-09,0.56615,0,0,0,0,0,0.52,0,0,0,LA SPEZIA,VARESE LIGURE
9,3,1997,1,1997-03-09,9.10965,0,0,0,0,0,5.96,1.12,1.96,0,LA SPEZIA,VARESE LIGURE
9,3,1997,1,1997-03-09,5.37455,0,0,5.12,0,0,0,0,0.32,0,GENOVA,NE
9,3,1997,1,1997-03-09,2.991,0,0.04,0,0,0,3.04,0,0,0,GENOVA,BOGLIASCO
9,3,1997,1,1997-03-09,37.1617,0,0,7.32,0,0,0,10.92,10.04,8.84,GENOVA,ORERO
9,3,1997,1,1997-03-09,5.7774,0,0,0.08,0,0,1.48,4.16,0,0,GENOVA,BORZONASCA
9,3,1997,1,1997-03-09,3.13965,0,0,0,0,0,3.12,0,0,0,GENOVA,GENOVA
9,3,1997,1,1997-03-09,2.63025,0,0,0.2,0,0.24,0,0,2.28,0,GENOVA,GENOVA
9,3,1997,1,1997-03-09,49.613,0,0,0,0,0,2.56,27.68,19.44,0,GENOVA,NEIRONE
9,3,1997,1,1997-03-09,6.31035,0,0,0,0,0,0,4.48,1.84,0,GENOVA,BORZONASCA
10,3,1997,1,1997-03-10,23.1576,0,0,0,0,0,12.44,4.12,6.56,0,IMPERIA,VILLA FARALDI
10,3,1997,1,1997-03-10,0.1092,0,0,0,0,0,0,0,0.08,0,SAVONA,SAVONA
10,3,1997,1,1997-03-10,0.73195,0,0,0.64,0,0,0,0,0,0,SAVONA,SAVONA
