giorno,mese,anno,stagione,data,area_ha,non_veg,coltivi,prati,oliveti,pinete,latifoglie,castagneti,arbusti,altro,provincia,comune
2,1,2002,1,2002-01-02,1.62824,0,0,0,1.16,0,0.4,0,0,0,IMPERIA,PIETRABRUNA
2,1,2002,1,2002-01-02,0.801801,0,0,0,0,0,0.44,0,0.28,0,GENOVA,ZOAGLI
2,1,2002,1,2002-01-02,1.61301,0,0,0,0,0,0,0,0,1.56,GENOVA,VALBREVENNA
3,1,2002,1,2002-01-03,63.4015,0,0,0,0,0,46.2,0,16.48,0,SAVONA,ANDORA
3,1,2002,1,2002-01-03,2.39141,0,0,0,0,0,1.84,0,0.6,0,IMPERIA,MENDATICA
3,1,2002,1,2002-01-03,10.5081,0,0.68,0,0,0,1.28,8.36,0,0,GENOVA,GENOVA
3,1,2002,1,2002-01-03,0.358626,0,0,0,0,0,0,0.44,0,0,GENOVA,CERANESI
4,1,2002,1,2002-01-04,0.123425,0,0,0,0.12,0,0,0,0,0,IMPERIA,CIPRESSA
4,1,2002,1,2002-01-04,7.09143,0,1.6,0,2.16,0,0.56,0,2.8,0,IMPERIA,CIVEZZA
4,1,2002,1,2002-01-04,0.96211,0,0,0,0.36,0,0,0,0.48,0,IMPERIA,CIVEZZA
4,1,2002,1,2002-01-04,21.5653,0,0,0,0,0,1.08,0,19.4,0,IMPERIA,PIETRABRUNA
4,1,2002,1,2002-01-04,0.425083,0,0,0,0.36,0,0,0,0,0,IMPERIA,PONTEDASSIO
4,1,2002,1,2002-01-04,0.710543,0,0,0,0,0,0.68,0,0,0,GENOVA,RAPALLO
4,1,2002,1,2002-01-04,17.7885,0,0,6.8,0,0,0,9.24,1.44,0,GENOVA,BARGAGLI
5,1,2002,1,2002-01-05,0.323536,0,0,0,0,0,0,0.32,0,0,IMPERIA,PONTEDASSIO
5,1,2002,1,2002-01-05,1.07797,0,0,0,0,0,1.12,0,0,0,IMPERIA,PONTEDASSIO
5,1,2002,1,2002-01-05,2.30096,0,0,0,0,0,0,0.76,0.04,0,IMPERIA,CARPASIO
5,1,2002,1,2002-01-05,83.9457,0,0.08,30.72,0,2.28,8.64,0.2,23.8,0,IMPERIA,CARPASIO
5,1,2002,1,2002-01-05,7.7127,0,0,0,0,0,7.64,0,0,0,IMPERIA,CARPASIO
5,1,2002,1,2002-01-05,0.588218,0,0,0,0.28,0,0,0,0.24,0,IMPERIA,CHIUSANICO
5,1,2002,1,2002-01-05,0.358961,0,0.08,0,0,0,0.24,0,0,0,SAVONA,ALBENGA
5,1,2002,1,2002-01-05,0.711864,0,0,0,0,0,0.4,0,0.28,0,IMPERIA,BORGHETTO D'ARROSCIA
5,1,2002,1,2002-01-05,0.365106,0,0,0,0,0,0.28,0,0.08,0,IMPERIA,BORGHETTO D'ARROSCIA
5,1,2002,1,2002-01-05,0.636009,0,0,0,0,0.08,0,0,0.56,0,IMPERIA,BORGHETTO D'ARROSCIA
5,1,2002,1,2002-01-05,3.41985,0,0,0.08,0,0,0,0.16,1.84,0,GENOVA,NEIRONE
6,1,2002,1,2002-01-06,0.116997,0,0.08,0,0,0,0,0,0,0,IMPERIA,VENTIMIGLIA
6,1,2002,1,2002-01-06,1.48012,0,0,0,0,0,1.48,0,0,0,GENOVA,ZOAGLI
6,1,2002,1,2002-01-06,0.194606,0,0,0,0.04,0,0.12,0,0,0,GENOVA,RAPALLO
6,1,2002,1,2002-01-06,0.902762,0,0,0.8,0,0,0,0,0.08,0,LA SPEZIA,VARESE LIGURE
6,1,2002,1,2002-01-06,1.08375,0,0,0,0,0,0,1.08,0,0,GENOVA,NEIRONE
6,1,2002,1,2002-01-06,0.450406,0,0.16,0,0,0,0.28,0,0,0,GENOVA,SANT'OLCESE
6,1,2002,1,2002-01-06,3.57459,0,0,0,0,0,0.76,0.36,2.4,0,GENOVA,VOBBIA
6,1,2002,1,2002-01-06,62.8999,0,0,10.76,0,5.92,4,0,8.28,0,GENOVA,VOBBIA
7,1,2002,1,2002-01-07,0.861464,0,0.52,0,0.32,0,0,0,0,0,IMPERIA,SAN LORENZO AL MARE
7,1,2002,1,2002-01-07,0.938601,0,0,0,0.68,0,0,0,0.2,0,IMPERIA,IMPERIA
8,1,2002,1,2002-01-08,18.9398,0,0,0,1.16,0,13,0,4.04,0,IMPERIA,DIANO SAN PIETRO
8,1,2002,1,2002-01-08,4.313,0,0,0,0,0.44,2.36,0,0,0,GENOVA,RAPALLO
9,1,2002,1,2002-01-09,1.38508,0,1.28,0,0.04,0,0,0,0,0,IMPERIA,VILLA FARALDI
9,1,2002,1,2002-01-09,8.64185,0,0,0,0,4.36,4.2,0,0,0,SAVONA,CASANOVA LERRONE
9,1,2002,1,2002-01-09,1.4722,0,0,0,0,0,0,0,1.44,0,GENOVA,ZOAGLI
9,1,2002,1,2002-01-09,56.7895,0.92,0,2.56,0,0,0,0,8.32,21.88,GENOVA,BORZONASCA
9,1,2002,1,2002-01-09,21.7308,0,0,17.92,0,0,0,0,0.48,3.28,GENOVA,BORZONASCA
10,1,2002,1,2002-01-10,15.9689,0,0,3.48,0,0,0.08,0.16,1.24,0,IMPERIA,PRELA'
10,1,2002,1,2002-01-10,7.3397,0,0,7.24,0,0,0,0,0.12,0,IMPERIA,MOLINI DI TRIORA
10,1,2002,1,2002-01-10,0.200427,0,0,0,0,0,0.08,0,0.12,0,SAVONA,ALBENGA
10,1,2002,1,2002-01-10,0.18123,0,0,0,0,0,0,0,0,0.2,GENOVA,USCIO
10,1,2002,1,2002-01-10,1.19922,0,0,0,0,0,0.6,0.04,0,0.52,GENOVA,SAVIGNONE
11,1,2002,1,2002-01-11,0.496045,0,0,0,0,0.2,0.36,0,0,0,SAVONA,CASANOVA LERRONE
12,1,2002,1,2002-01-12,1.9025,0,0,0,0,0,1.56,0,0.28,0,IMPERIA,DOLCEDO
12,1,2002,1,2002-01-12,0.139284,0,0.12,0,0,0,0.04,0,0,0,IMPERIA,DIANO ARENTINO
13,1,2002,1,2002-01-13,0.318333,0,0,0,0,0,0,0.32,0,0,GENOVA,FAVALE DI MALVARO
14,1,2002,1,2002-01-14,0.926228,0,0,0,0.16,0,0,0,0.36,0,IMPERIA,CHIUSANICO
14,1,2002,1,2002-01-14,0.287492,0,0,0,0,0,0,0,0.24,0,GENOVA,RAPALLO
14,1,2002,1,2002-01-14,26.0677,0,0,0,4.32,0,2.28,0,19.44,0,GENOVA,GENOVA
14,1,2002,1,2002-01-14,25.3508,0,0,24.24,0,0,0,0,1.32,0,GENOVA,SAN COLOMBANO CERTENOLI
14,1,2002,1,2002-01-14,2.1176,0,0.04,0,0,0,0.2,1.88,0,0,GENOVA,GENOVA
16,1,2002,1,2002-01-16,0.376853,0,0,0,0.28,0,0.08,0,0,0,IMPERIA,SAN BARTOLOMEO AL MARE
16,1,2002,1,2002-01-16,27.8127,0,0,7.04,0,0,0.32,14.8,2.96,0,IMPERIA,CARPASIO
17,1,2002,1,2002-01-17,0.804387,0,0,0,0,0,0,0,0.8,0,SAVONA,ORTOVERO
17,1,2002,1,2002-01-17,0.121747,0,0,0,0,0,0.16,0,0,0,GENOVA,CASTIGLIONE CHIAVARESE
17,1,2002,1,2002-01-17,0.931395,0,0,0,0,0,0,0.04,0,0,GENOVA,RAPALLO
17,1,2002,1,2002-01-17,0.234456,0,0,0,0,0,0.24,0,0,0,GENOVA,GENOVA
18,1,2002,1,2002-01-18,0.246471,0,0,0,0,0,0.28,0,0,0,IMPERIA,ISOLABONA
18,1,2002,1,2002-01-18,33.2789,0,0,0,0,0,16.36,3,3.72,0,IMPERIA,CESIO
18,1,2002,1,2002-01-18,0.130013,0,0,0,0.08,0,0.08,0,0,0,SAVONA,ARNASCO
18,1,2002,1,2002-01-18,0.341054,0,0,0,0,0.32,0,0,0.08,0,GENOVA,MEZZANEGO
19,1,2002,1,2002-01-19,0.34334,0,0,0,0,0,0.16,0,0,0,GENOVA,AVEGNO
19,1,2002,1,2002-01-19,0.24826,0,0,0,0,0,0,0,0,0,GENOVA,COGOLETO
19,1,2002,1,2002-01-19,0.816482,0,0,0,0.04,0,0.76,0,0,0,GENOVA,GENOVA
21,1,2002,1,2002-01-21,0.310156,0,0,0.16,0.08,0,0,0,0,0,IMPERIA,IMPERIA
21,1,2002,1,2002-01-21,2.85117,0,0,0,0,0,0.04,0,0,0,IMPERIA,DOLCEDO
22,1,2002,1,2002-01-22,1.18416,0,0,0,0,0,0,0,1.16,0,IMPERIA,PERINALDO
23,1,2002,1,2002-01-23,0.337364,0,0,0,0,0,0,0,0.36,0,IMPERIA,VENTIMIGLIA
1,2,2002,1,2002-02-01,34.3389,0,0,27.36,0,0,0.12,0,7.12,0,IMPERIA,CARPASIO
1,2,2002,1,2002-02-01,55.0731,0,0,42.04,0,0,13.04,0,0,0,IMPERIA,TRIORA
2,2,2002,1,2002-02-02,0.405508,0,0,0,0.2,0,0,0,0.2,0,IMPERIA,PONTEDASSIO
2,2,2002,1,2002-02-02,0.271595,0,0.24,0,0,0,0,0,0,0,SAVONA,BARDINETO
3,2,2002,1,2002-02-03,0.150513,0,0,0,0.12,0,0.04,0,0,0,SAVONA,CASANOVA LERRONE
3,2,2002,1,2002-02-03,0.316081,0,0,0,0,0,0,0.36,0,0,LA SPEZIA,BORGHETTO DI VARA
5,2,2002,1,2002-02-05,0.429161,0,0,0,0,0,0,0,0.44,0,SAVONA,ANDORA
11,2,2002,1,2002-02-11,1.46335,0,0,0,0,0,0.56,0,0,0,GENOVA,TRIBOGNA
17,2,2002,1,2002-02-17,0.236842,0,0,0,0,0,0,0,0,0,IMPERIA,PIETRABRUNA
17,2,2002,1,2002-02-17,0.317889,0,0,0,0,0,0,0,0,0,IMPERIA,PRELA'
21,2,2002,1,2002-02-21,83.3153,0,0,0.24,0,0,0.08,0,0,0,IMPERIA,PRELA'
21,2,2002,1,2002-02-21,1.00642,0,0,0,0,0,0,0,0,0,SAVONA,GARLENDA
21,2,2002,1,2002-02-21,0.680314,0,0,0,0,0,0,0,0.64,0,SAVONA,ALBISOLA SUPERIORE
21,2,2002,1,2002-02-21,3.86227,0,0.04,0,0,0,0.04,0,3.68,0,GENOVA,GENOVA
22,2,2002,1,2002-02-22,0.371734,0,0,0,0.4,0,0,0,0,0,IMPERIA,DOLCEACQUA
22,2,2002,1,2002-02-22,2.57716,0,0,0,0,0,0,0,2.64,0,IMPERIA,POMPEIANA
22,2,2002,1,2002-02-22,0.409029,0,0,0,0,0,0.16,0,0,0,IMPERIA,DOLCEDO
22,2,2002,1,2002-02-22,0.155015,0,0,0,0,0.12,0,0,0,0,GENOVA,GENOVA
22,2,2002,1,2002-02-22,1.16965,0,0,0,0,1.28,0,0,0,0,GENOVA,GENOVA
24,2,2002,1,2002-02-24,25.7912,0,0,0,0,0.44,0,0.64,14.52,0,GENOVA,COGORNO
24,2,2002,1,2002-02-24,0.390582,0,0,0,0,0,0.2,0,0,0,GENOVA,COREGLIA LIGURE
24,2,2002,1,2002-02-24,8.98768,0,0,0,0,0,1.08,0,1.4,0,GENOVA,AVEGNO
24,2,2002,1,2002-02-24,43.3156,0,0.92,22.16,0,0,7.56,4.76,7.4,0,GENOVA,BARGAGLI
24,2,2002,1,2002-02-24,9.64011,0,0,0,0,0,0,0,0.24,0,GENOVA,GENOVA
24,2,2002,1,2002-02-24,6.67001,0,0,3.64,0,0,0,0,0,2.04,GENOVA,BORZONASCA
24,2,2002,1,2002-02-24,5.28939,0,0.32,0,0,0,0,0.2,0.12,0,GENOVA,LUMARZO
25,2,2002,1,2002-02-25,0.473327,0,0,0,0.08,0,0,0,0.36,0,GENOVA,RAPALLO
25,2,2002,1,2002-02-25,42.5599,0,0,7.88,0,0,0,13.04,0.08,0,GENOVA,ORERO
26,2,2002,1,2002-02-26,0.135376,0,0,0,0.16,0,0,0,0,0,IMPERIA,PONTEDASSIO
1,3,2002,1,2002-03-01,0.45238,0,0,0,0.24,0,0.08,0,0,0,IMPERIA,PONTEDASSIO
4,3,2002,1,2002-03-04,0.49841,0,0,0,0.44,0,0,0,0,0,SAVONA,CASANOVA LERRONE
4,3,2002,1,2002-03-04,0.240788,0,0,0,0.2,0,0,0,0,0,GENOVA,RAPALLO
5,3,2002,1,2002-03-05,2.31079,0,0,0,0,0,0,0,1.76,0,IMPERIA,DOLCEDO
5,3,2002,1,2002-03-05,0.133714,0,0,0.04,0,0,0.08,0,0,0,LA SPEZIA,MAISSANA
5,3,2002,1,2002-03-05,0.208933,0,0,0.08,0,0,0,0.08,0,0,LA SPEZIA,MAISSANA
5,3,2002,1,2002-03-05,0.161348,0,0,0,0,0,0.04,0.16,0,0,GENOVA,RAPALLO
8,3,2002,1,2002-03-08,0.245907,0,0.28,0,0,0,0,0,0,0,IMPERIA,PONTEDASSIO
8,3,2002,1,2002-03-08,2.04361,0,0,0,0,0,2.04,0,0,0,GENOVA,PIEVE LIGURE
8,3,2002,1,2002-03-08,2.86096,0,0,2.16,0,0,0,0.56,0.2,0,GENOVA,BORZONASCA
8,3,2002,1,2002-03-08,0.283631,0,0,0.16,0,0,0,0,0.08,0,GENOVA,SANTO STEFANO D'AVETO
9,3,2002,1,2002-03-09,0.207305,0,0.12,0,0,0,0.12,0,0,0,GENOVA,ORERO
10,3,2002,1,2002-03-10,10.3643,0,0,0.08,0,0,1,0.92,0,0,IMPERIA,PRELA'
10,3,2002,1,2002-03-10,0.143097,0,0,0,0.04,0,0.12,0,0,0,IMPERIA,PONTEDASSIO
10,3,2002,1,2002-03-10,0.558906,0,0,0,0,0,0.28,0,0.24,0,LA SPEZIA,VARESE LIGURE
10,3,2002,1,2002-03-10,15.0274,0,0,3.04,0,0,0,0.04,0.08,6,GENOVA,LORSICA
11,3,2002,1,2002-03-11,8.9718,0,0,0,1.56,3.84,3.6,0,0,0,GENOVA,NE
11,3,2002,1,2002-03-11,0.138997,0,0,0.16,0,0,0,0,0,0,GENOVA,NEIRONE
12,3,2002,1,2002-03-12,0.664339,0,0,0,0,0,0.12,0,0.64,0,IMPERIA,ROCCHETTA NERVINA
12,3,2002,1,2002-03-12,5.21358,0,0,0,0,1.68,0,3.56,0,0,LA SPEZIA,BRUGNATO
12,3,2002,1,2002-03-12,5.34365,0,0,2.4,0,0,0,0.52,2.52,0,LA SPEZIA,CALICE AL CORNOVIGLIO
12,3,2002,1,2002-03-12,0.250222,0,0,0,0.04,0,0.2,0,0,0,SAVONA,ALBISSOLA MARINA
12,3,2002,1,2002-03-12,3.11821,0,0,0,0,0,0,0.64,0.32,0,GENOVA,MOCONESI
13,3,2002,1,2002-03-13,0.362213,0,0,0,0,0.24,0,0,0,0,IMPERIA,CASTELLARO
13,3,2002,1,2002-03-13,1.33247,0,0.04,0,0,0,1.16,0,0,0,IMPERIA,DOLCEDO
13,3,2002,1,2002-03-13,3.05904,0,0,0,0.92,0,0.2,0,1.8,0,IMPERIA,PRELA'
13,3,2002,1,2002-03-13,0.171343,0,0,0,0.16,0,0,0,0,0,IMPERIA,AURIGO
13,3,2002,1,2002-03-13,0.740792,0,0,0,0,0,0,0,0,0,SAVONA,SASSELLO
13,3,2002,1,2002-03-13,0.441542,0,0.24,0.04,0,0,0,0,0,0.2,GENOVA,REZZOAGLIO
17,3,2002,1,2002-03-17,1.94161,0,0,0,0,0,0,0,0.08,0,IMPERIA,PIETRABRUNA
18,3,2002,1,2002-03-18,0.779867,0,0,0,0,0,0,0,0,0,IMPERIA,TAGGIA
22,3,2002,1,2002-03-22,13.506,0,0,0,0,0,3.96,2.36,4.84,0,IMPERIA,PRELA'
22,3,2002,1,2002-03-22,0.907689,0,0,0,0,0,0,0,0,0,IMPERIA,VASIA
22,3,2002,1,2002-03-22,2.24766,0,0,0,0,0,0,2.24,0.08,0,IMPERIA,MOLINI DI TRIORA
22,3,2002,1,2002-03-22,0.843965,0,0,0,0,0,0,0.88,0,0,LA SPEZIA,MAISSANA
22,3,2002,1,2002-03-22,1.62748,0,0,0,0,0,0,1.6,0,0,SAVONA,MALLARE
22,3,2002,1,2002-03-22,5.96421,0,0,0,0,0,4.32,0,0,0,SAVONA,ALBISOLA SUPERIORE
22,3,2002,1,2002-03-22,1.39693,0.12,0,0,0,0,0.24,0,1.04,0,SAVONA,CAIRO MONTENOTTE
22,3,2002,1,2002-03-22,280.438,0,0,79.92,0,0.08,17.52,23.96,138.8,17.68,GENOVA,SAN COLOMBANO CERTENOLI
22,3,2002,1,2002-03-22,0.777988,0,0,0.76,0,0,0,0,0,0.08,SAVONA,URBE
23,3,2002,1,2002-03-23,0.516396,0,0.4,0,0,0,0.2,0,0,0,IMPERIA,DOLCEDO
23,3,2002,1,2002-03-23,0.306304,0,0,0,0.12,0,0,0,0,0,IMPERIA,PRELA'
23,3,2002,1,2002-03-23,0.242996,0,0,0,0,0,0,0,0.24,0,IMPERIA,IMPERIA
23,3,2002,1,2002-03-23,0.322927,0,0,0,0,0,0.04,0.28,0,0,IMPERIA,PRELA'
23,3,2002,1,2002-03-23,10.5902,0,0,0.52,0.08,1.24,0,0,6,0,IMPERIA,DIANO ARENTINO
23,3,2002,1,2002-03-23,5.09758,0,0,0,2.76,0,1.92,0,0,0,IMPERIA,PONTEDASSIO
23,3,2002,1,2002-03-23,11.853,0,0,1.84,0,0,2.48,0,4.08,0,IMPERIA,VASIA
23,3,2002,1,2002-03-23,1.13942,0,0.24,0,0,0,0.96,0,0,0,IMPERIA,PRELA'
23,3,2002,1,2002-03-23,0.534445,0,0,0,0.16,0,0.44,0,0,0,IMPERIA,PONTEDASSIO
23,3,2002,1,2002-03-23,38.5553,0,0,7.68,0,0,9.68,2.76,0,0,IMPERIA,CARPASIO
23,3,2002,1,2002-03-23,0.151157,0,0,0,0.08,0,0,0.08,0,0,LA SPEZIA,RICCO' DEL GOLFO DI SPEZIA
23,3,2002,1,2002-03-23,0.695139,0.08,0,0,0,0,0,0,0,0,SAVONA,FINALE LIGURE
23,3,2002,1,2002-03-23,1.01354,0,0,0,0,0.92,0,0.2,0,0,LA SPEZIA,BRUGNATO
23,3,2002,1,2002-03-23,3.49844,0,0.12,0,1,1.88,0.56,0,0,0,GENOVA,NE
23,3,2002,1,2002-03-23,0.135347,0,0,0,0,0,0.04,0,0.12,0,LA SPEZIA,MAISSANA
23,3,2002,1,2002-03-23,3.07649,0,0,0,0,0,0.64,0,2.4,0,LA SPEZIA,MAISSANA
23,3,2002,1,2002-03-23,2.00378,0.08,0,0.52,0,0,0.44,0,1.08,0,SAVONA,CENGIO
23,3,2002,1,2002-03-23,11.994,0.08,0.12,0.12,0,0.24,0.72,0,9.68,0,GENOVA,COGOLETO
23,3,2002,1,2002-03-23,377.826,0,0,27.68,0,0,26.08,0.4,106.44,18.44,GENOVA,NE
23,3,2002,1,2002-03-23,3.74091,0,0,0,0,0,0,0,0,0,GENOVA,ORERO
23,3,2002,1,2002-03-23,3.34417,0,0,2,0,0,0,0,1.48,0,LA SPEZIA,VARESE LIGURE
23,3,2002,1,2002-03-23,2.95498,0,0,0,0,2.68,0,0,0.24,0,SAVONA,VARAZZE
23,3,2002,1,2002-03-23,5.58898,0,0,0,0,5.2,0,0,0,0.36,SAVONA,STELLA
23,3,2002,1,2002-03-23,42.4703,0,0,0.2,0,0,0,0.4,0.16,0,GENOVA,ORERO
23,3,2002,1,2002-03-23,16.3279,0,0,0,0,0,0,0,0.12,0,GENOVA,GENOVA
23,3,2002,1,2002-03-23,21.2695,0,0,1.44,0,0,1.2,0,0,0.12,GENOVA,FAVALE DI MALVARO
23,3,2002,1,2002-03-23,0.946202,0,0.04,0,0,0,0,0.16,0,0,GENOVA,GENOVA
23,3,2002,1,2002-03-23,0.870787,0,0,0,0,0,0.8,0,0,0,GENOVA,GENOVA
23,3,2002,1,2002-03-23,16.6755,0,0.88,0.16,0,3.88,9.44,0,1.56,0,GENOVA,GENOVA
23,3,2002,1,2002-03-23,5.43821,0,0,1.68,0,0,0,0,0,3.84,GENOVA,MONTEBRUNO
23,3,2002,1,2002-03-23,0.559941,0,0,0,0,0,0,0.52,0,0,GENOVA,TIGLIETO
23,3,2002,1,2002-03-23,1.09409,0,0,0,0,0,0,0,0,1.08,GENOVA,SANTO STEFANO D'AVETO
23,3,2002,1,2002-03-23,7.32992,0,0,3.48,0,0,0,0,3.76,0,GENOVA,SANTO STEFANO D'AVETO
24,3,2002,1,2002-03-24,1.00154,0,0.32,0,0,0.48,0,0,0,0,IMPERIA,PERINALDO
24,3,2002,1,2002-03-24,1.88675,0,0,0,0,0,0,0,1.8,0,IMPERIA,OLIVETTA SAN MICHELE
24,3,2002,1,2002-03-24,0.32722,0,0,0,0,0,0,0,0.28,0,IMPERIA,IMPERIA
24,3,2002,1,2002-03-24,6.93785,0,0,4.48,0,0,1.96,0.24,0,0,IMPERIA,MOLINI DI TRIORA
24,3,2002,1,2002-03-24,0.748564,0,0,0,0.28,0,0,0,0.48,0,IMPERIA,CHIUSANICO
24,3,2002,1,2002-03-24,0.264692,0,0,0,0,0,0,0,0,0,GENOVA,RAPALLO
24,3,2002,1,2002-03-24,0.166534,0,0,0,0,0.12,0,0,0,0,GENOVA,CICAGNA
24,3,2002,1,2002-03-24,0.622125,0,0,0,0,0.64,0,0,0,0,SAVONA,SASSELLO
24,3,2002,1,2002-03-24,3.79865,0,0,0,0,0,0,0,0,0.08,SAVONA,URBE
24,3,2002,1,2002-03-24,0.437432,0,0,0,0,0,0,0.44,0,0,SAVONA,SASSELLO
24,3,2002,1,2002-03-24,0.592814,0,0,0,0,0,0,0,0,0.36,SAVONA,URBE
24,3,2002,1,2002-03-24,12.532,0,0.12,0,0,0,0,0.32,0,0,GENOVA,SANT'OLCESE
25,3,2002,1,2002-03-25,8.48419,0,0,0,0,0.12,6.48,0,0.88,0,IMPERIA,VASIA
25,3,2002,1,2002-03-25,12.7175,0,0,0,0,0,4.48,0,7.92,0,IMPERIA,CHIUSANICO
25,3,2002,1,2002-03-25,0.292697,0,0,0,0,0,0,0.28,0,0,SAVONA,CAIRO MONTENOTTE
25,3,2002,1,2002-03-25,0.310839,0,0,0,0,0,0,0.36,0,0,SAVONA,SAVONA
26,3,2002,1,2002-03-26,0.151358,0,0.04,0,0.12,0,0,0,0,0,IMPERIA,SANREMO
26,3,2002,1,2002-03-26,1.51479,0,0,0,0,0,0,0.28,1.32,0,IMPERIA,SANREMO
26,3,2002,1,2002-03-26,0.167611,0.08,0,0,0,0,0,0.08,0,0,IMPERIA,SANREMO
26,3,2002,1,2002-03-26,1.07167,0,0,0,0,0,0,1.12,0,0,IMPERIA,SANREMO
26,3,2002,1,2002-03-26,4.2443,0,0,0,0,0,1.4,2.12,0,0,IMPERIA,PRELA'
26,3,2002,1,2002-03-26,0.28666,0,0,0.16,0,0,0.16,0,0,0,SAVONA,CENGIO
26,3,2002,1,2002-03-26,0.801879,0,0,0,0.24,0,0.44,0,0,0,GENOVA,SORI
26,3,2002,1,2002-03-26,1.09892,0,0,0,0,1.16,0,0,0,0,SAVONA,SASSELLO
27,3,2002,1,2002-03-27,3.07417,0,0,0,0,0,0.16,0,2,0,IMPERIA,CESIO
27,3,2002,1,2002-03-27,0.178397,0,0,0,0,0,0,0.16,0,0,LA SPEZIA,VEZZANO LIGURE
27,3,2002,1,2002-03-27,0.21446,0,0.08,0,0,0,0.2,0,0,0,SAVONA,VARAZZE
27,3,2002,1,2002-03-27,1.70553,0,0,0,0,0,0.04,0.68,0,0,GENOVA,TRIBOGNA
28,3,2002,1,2002-03-28,2.08133,0,1.08,0,0,0,0,0,0.92,0,IMPERIA,CASTELLARO
28,3,2002,1,2002-03-28,4.377,0,0,0,0.04,0,0,0,4.4,0,IMPERIA,IMPERIA
28,3,2002,1,2002-03-28,5.502,0,0,0,0,0,0.08,0,5.36,0,IMPERIA,TAGGIA
28,3,2002,1,2002-03-28,1.32483,0,0,0,0,0,0.08,0,0.24,0,IMPERIA,DIANO ARENTINO
28,3,2002,1,2002-03-28,27.446,0,0,0.8,0,0,17.2,0.52,7.08,0,IMPERIA,BORGOMARO
28,3,2002,1,2002-03-28,1.76055,0,0,0,0,0,0,1.8,0,0,GENOVA,COGORNO
28,3,2002,1,2002-03-28,2.69405,0,0,0,0,0,0,0,0.08,0,SAVONA,STELLA
28,3,2002,1,2002-03-28,0.207248,0,0,0,0,0.24,0,0,0,0,SAVONA,VARAZZE
29,3,2002,1,2002-03-29,1.91125,0.28,0,0,0,0,0,0,1.6,0,IMPERIA,IMPERIA
29,3,2002,1,2002-03-29,1.62391,0,0,0,0,0,1.68,0,0,0,IMPERIA,LUCINASCO
29,3,2002,1,2002-03-29,2.04801,0,0,0,0,0,0,2.04,0,0,IMPERIA,PIEVE DI TECO
29,3,2002,1,2002-03-29,0.213309,0,0,0,0,0,0.24,0,0,0,SAVONA,SAVONA
29,3,2002,1,2002-03-29,14.9453,0,0.16,0,0.76,0,1.28,0,12.6,0,SAVONA,SAVONA
29,3,2002,1,2002-03-29,0.669399,0,0.04,0,0,0,0,0.6,0,0,GENOVA,CHIAVARI
29,3,2002,1,2002-03-29,0.672418,0,0,0,0,0,0,0,0,0,GENOVA,SORI
29,3,2002,1,2002-03-29,0.244726,0,0,0,0,0,0.16,0,0.12,0,GENOVA,SORI
29,3,2002,1,2002-03-29,59.0873,0,0.4,0,0.04,6.44,1.2,22.08,24.52,0,SAVONA,VARAZZE
29,3,2002,1,2002-03-29,1.57037,0,0,0,0,0,0,0,0.16,1.48,SAVONA,SASSELLO
29,3,2002,1,2002-03-29,5.29126,0,0,0,0,0,0,0,0,5.12,SAVONA,SASSELLO
30,3,2002,1,2002-03-30,0.404138,0,0,0,0.4,0,0,0,0,0,IMPERIA,VASIA
30,3,2002,1,2002-03-30,7.22578,0,1.32,0,0,0,0.04,0,1.24,0,IMPERIA,DIANO SAN PIETRO
30,3,2002,1,2002-03-30,49.5812,0,0,17.32,0,5.88,0,0,0.48,0,GENOVA,GENOVA
31,3,2002,1,2002-03-31,8.26039,0,0,0,0,0,0,1.76,4,0,IMPERIA,CARPASIO
31,3,2002,1,2002-03-31,0.526803,0,0,0,0,0,0,0.2,0,0,LA SPEZIA,MAISSANA
31,3,2002,1,2002-03-31,0.292828,0,0,0,0,0,0,0.32,0,0,SAVONA,CARCARE
31,3,2002,1,2002-03-31,0.106306,0,0,0,0,0,0,0.04,0,0,LA SPEZIA,SESTA GODANO
31,3,2002,1,2002-03-31,0.813867,0,0,0,0,0,0,0.8,0,0,GENOVA,SAN COLOMBANO CERTENOLI
31,3,2002,1,2002-03-31,3.06742,0,0,0,0,0.28,1.64,0,0.76,0,GENOVA,GENOVA
31,3,2002,1,2002-03-31,0.6881,0,0.08,0,0,0,0,0.56,0,0,GENOVA,DAVAGNA
31,3,2002,1,2002-03-31,2.99699,0,0,0,0,0,0.08,0,0,0,SAVONA,SASSELLO
31,3,2002,1,2002-03-31,0.551269,0,0,0,0,0,0.44,0,0,0.16,GENOVA,MONTEBRUNO
1,4,2002,1,2002-04-01,0.333184,0,0.24,0,0.04,0,0,0,0,0,IMPERIA,IMPERIA
1,4,2002,1,2002-04-01,11.1395,0,0,1.24,0,0,1.6,2.32,4.36,1.24,IMPERIA,REZZO
1,4,2002,1,2002-04-01,1.64863,0,0,0,0,0,0,1.36,0,0,IMPERIA,REZZO
1,4,2002,1,2002-04-01,39.5792,0,0.08,0,0,0,8.96,4.96,25.56,0,LA SPEZIA,MAISSANA
1,4,2002,1,2002-04-01,1.00643,0,0,0.32,0,0,0,0,0,0.72,SAVONA,SASSELLO
1,4,2002,1,2002-04-01,2.75396,0,0,0,0,0,0.88,0,0,0,SAVONA,URBE
2,4,2002,1,2002-04-02,1.63031,0,0,0,0,0,0.52,0,1.2,0,IMPERIA,BORGOMARO
